year	sentence	category	position
2021	Our story begins in the cozy cottage of Bynnoldh-Dyr, son of Asgwitch-Torgwyr, in the idyllic elven village of Myrthffolwrd, but our book actually begins some two hundred pages earlier, in which you are pummeled by irrelevant history and unpronounceable names, because my publisher is paying me by the word.	Fantasy & Horror	Dishonorable Mentions
2021	Upon his death, Van Helsing wrote: "This Vexes me still to-day… with no Mirror able to cast his Curs'd Reflection, how did Dracula comb his hair so perfectly every time and achieve such a clean, close shave that brought the babes in truckloads??"	Fantasy & Horror	Winner
2021	To the rest of the world, General Sir Antony Alexander Agamemnon Hardcastle may have been the Scourge of the French, the Hero of the Borghorst Pass, and the fourth-worst enemy of the late Napoleon Bonaparte, but to the waitress at the Badger's Head Tavern and Grill, he was just another customer—and if he called her "cutie pie" one more time, she was going to do to him with one fork what Boney couldn't with a thousand men.	Historical Fiction	Dishonorable Mentions
2021	Dark and stormy, the night screamed like a ravished virgin .... the dark, stormy night ranted madly in a barometric tantrum .... it was an ebonic nocturnal tempest .... the stygian typhoon of eventide .... prosopopeic fuliginous Nyx, enceinte as it were with lachrymal lamia farouche as Hecate, disbosomed upon her terrene demiorb an empyreal borasque.	Dark & Stormy	Dishonorable Mentions
2021	It was a dark and stormy night that caused Beryl's anxiety to flare up, that and the giant mutated Madagascan Hissing cockroach which had taken residence in her kitchen, and earlier that evening had made light work of Nibbles, her ageing Mini Lop Rabbit.	Dark & Stormy	Dishonorable Mentions
2021	It was a dark and stormy night, as disorienting and miasmic as the inside of the bag of an industrial strength vacuum cleaner with a shredded HEPA filter being dragged over a steel foundry floor.	Dark & Stormy	Dishonorable Mentions
2021	It was a dark and stormy…morning, Gotcha! — this is just the first of innumerable twists and turns that you, dear Reader, will struggle to keep abreast of as I unfold my tale of adventure as second plumber aboard the hapless SS Hotdog during that fateful summer of 1974.	Dark & Stormy	Winner
2021	It was a dark and stormy night; the rain fell in torrents—except at occasional intervals, when it was checked by a violent gust of wind which swept up the streets (for it is in London that our scene lies), rattling along the housetops, and fiercely agitating the scanty flame of the lamps that struggled against the darkness.  	Dark & Stormy	The Inspiration
2021	It was a dark and stormy night; the rain fell in Torrance, but not in nearby Rancho Palos Verdes, which was unusual given the two towns' proximity.	Dark & Stormy	Dishonorable Mentions
2022	While Little Bighorn is where the famed General lost his life, at that fateful moment his young Scottish girlfriend was soaking up the rays with a bunch of her sorority sisters and as such unaware of his demise, Miami Beach is where Custer's lass tanned.	Vile Puns	Dishonorable Mentions
2022	Prior to his CNN career, Wolf Blitzer slummed the gossip magazines, once inquiring of Hugh Grant's then-wife, Liz Hurley, why he had never been in a film with Virginia Madsen, to which she replied, "Hugh's afraid of Virginia, Wolf."	Vile Puns	Winner
2022	"Greetings," said the aliens, who looked–in a preemptive budgetary consideration for the future Netflix series adaptation–surprisingly like attractive twenty-something humans wearing coloured contact lenses and spandex.	Science Fiction	Dishonorable Mentions
2022	The captain of the alien starship resembled a mutant octopus-squid hybrid with tentacles, arms, legs, eyestalks and boobs everywhere, and her negotiations with Captain Kirk started off rough when she chastised him that, "My eyes aren't down there," and that's when he realized those weren't shoes, they were bras.	Science Fiction	Dishonorable Mentions
2022	Ensign Kurt Pulver inadvertently scuttled his command career path by interrupting the starship dedication ceremony with "You mean, 'to go boldly,'" and spent the next sixteen years de-polarizing the Jefferies Tubes four times a week.	Science Fiction	Dishonorable Mentions
2022	As Bridgett the Discount Dominatrix flicked the length of clothesline she used as a whip, he licked the ball gag, which was really a tennis ball held in place by a length of duct tape, and thought, "Dad was right, you really do get what you pay for."	Romance	Dishonorable Mentions
2022	Gloria's feelings for Boris were nowadays more like the warm affection you feel for a pet dog, not a boisterous, extroverted dog but a cuddly, slightly lethargic dog, or even an old cat that just sleeps all day in its favorite spot so that most of the time you hardly even realize it's there until one day it just dies without warning, rather than the fiery, intense passion of their early years together.	Romance	Dishonorable Mentions
2022	Tony Angel walked Fiona back to the car and handed her the leash, if only he hadn't thrown the ball so hard; it had marred an otherwise perfect first date on the White Cliffs of Dover.	Romance	Dishonorable Mentions
2022	French exchange student who in 1977 had initiated her into the art of French cooking, gently guiding her from baguettes to bouillabaisse to boeuf bourguignon before mysteriously disappearing one April evening six weeks before graduation, leaving her nothing but her Julia Child, and his host family's daughter, Julia, with child.	Romance	Dishonorable Mentions
2022	Whenever Elvis graced the bar stools at the steakhouse, he never failed to order a rare steak, bordering raw, and oozing greasily at the edges; and during the interviews after the musician's untimely death, none of the waiters could deny that he loved meat tender.	Vile Puns	Dishonorable Mentions
2022	At least it was a creative way to be dumped, Ben mused to himself as he looked at the new location of his name on the updated seating chart for his wedding reception—the singles' table.	Romance	Winner
2022	Whoever figured out that combining basic cyber-bullying techniques with third-generation sex robot AI technology would tap a gigantic market among submissives was a freaking genius, mused Mistress Tiffany 3.1 as she toweled off and plugged herself in to recharge.	Science Fiction	Dishonorable Mentions
2022	Life on a hardscrabble fourth-generation family farm in the dust bowl of western Kansas was no picnic, thought Hank Metzger as he wearily took his seat at the kitchen table, and sure enough, here was your proof – first to play, and seven consonants staring dully up at him from his tile rack.	Vile Puns	Dishonorable Mentions
2022	It is a truth universally acknowledged, that a work of literature, regardless of how magnificently brilliant, almost on every occasion unvaryingly recasts into insufferably monotonous bullshit when being studied in a ninth-grade English class with a dreary, underpaid teacher and a pack of so-called scholars who would much rather be at their residence, gazing into an illuminated screen.	Odious Outliers	Dishonorable Mentions
2022	As Bo Snyder's infamously vicious outlaw band rode slowly through the narrow, jagged, and tortuous mountain pass, sunlight cut through the thin air, slanting down and warming the cold, uncaring steel of the old, but fully loaded, Winchester, cradled in the waiting arms of Marshal Luke Elliott, as he sat against a comfortable boulder, snoring like a coffee grinder.	Western	Dishonorable Mentions
2022	"Not again!" exclaimed Dusty the absent-minded trail boss, as he suddenly realized that he'd led the cattle drive to the wrong tumbleweed-infested prairie town, although a good time was soon had by all at The Saddle Sore Saloon, especially when the nattily dressed piano player started taking musical requests, including the lively square dance tune "Don't Cry On My Shoulders 'Cause You're Rustin' My Spurs."	Western	Dishonorable Mentions
2022	The Pecos Kid crawled over the rubble under an unrelenting desert sun before collapsing into a heap near the ridge, which is where Tommy and his mom met Duke and the other vultures and began a summer of adventure he would never forget.	Western	Dishonorable Mentions
2022	I'm very very good and I know this because momma told me and all her bridge friends that I was an angel she got when the stork dropped me from the sky and she says I'm such a good girl so if you want to be with a real honest to goodness angel tonight come on down to the corner of Bitcoin and Pussycat Way for a very special time with an angel who accepts American Express.	Odious Outliers	Winner
2022	Apart from his undergraduate degree in art history and several years under the tutelage of Simone d'Poisson, preeminent Monet scholar at the Louvre, truckin' was all Billy knew.	Odious Outliers	Dishonorable Mentions
2022	When Big Rita was on parade in a tight skirt, moving like a burlap bag full of bobcats, the men in town sat up and took notice, knowing the hunt was on, for she had run the gamut from wealthy philanthropists to dopeheads and bikers, though, until today, she had maintained a shred of dignity by always rebuffing English professors.	Odious Outliers	Dishonorable Mentions
2022	Jimothy walked into the joint like he owned the place, which he did, but not like a typical owner of a place like this; more like a classy, silver spoon owner, except not classy like wearing tuxedos to horse dancing and equine NASCAR event classy, but an eating a gas station hotdog with a knife and fork, napkin on his lap kind of classy.	Odious Outliers	Dishonorable Mentions
2022	Doris learned two things working at the Post Office—the first was that when Jake came in and asked her if she wanted to see a really big johnson, he didn't mean he wanted her to go through The Special Limited Presidents stamp collection, and  the second was that she didn't need to head outside at the end of each shift with a bag of envelops and a trowel because it turned out the dead letters were not, in fact, actually dead.	Odious Outliers	Dishonorable Mentions
2022	Winning the Kentucky Derby was something Conrad had dared not dream of a mere twelve months ago because twelve months ago, he didn't even own a horse but now he did, although to be perfectly honest, it was not the type of horse that had any chance of winning the Kentucky Derby which was why Conrad still dared not dream of winning the Kentucky Derby.	Odious Outliers	Dishonorable Mentions
2022	While scrolling through the online catalog of the Acme website trying to decide if he should order rocket roller skates, TNT, and an anvil, or—Fool-Me-Twice fake tunnel paint, the Coyote suddenly realized, 'Hey, I could just order food.'	Odious Outliers	Dishonorable Mentions
2022	I'd just lost my third game of solitaire in a row, and was eyeing my last two Chesterfields, when she walked in, wearing an outfit that said "hospital orderly" but whispered "French maid" (a couple of the buttons were straining, but I didn't feel sorry for them)…there was a package on her hip and a question on her lips—she had the legs of a supermodel, long and shapely:  "Shall I leave them here on the slab, Dr. Frankenstein?"—and when a dame's got gams like that, it's hard to say no, especially when they're so fresh.	Odious Outliers	Dishonorable Mentions
2022	The sky was as dark as an olive pit, which was either very dark or not very dark at all, depending on which type of olive you're talking about.	Purple Prose	Dishonorable Mentions
2022	Cowboys "Cross-eyed" Earl and "Bucktooth" Benson were drinking in the saloon and lamenting the fact that the town had a doctor for people with regular problems, a doctor for animals, and even a doctor for people with head issues, but no doctor to uncross eyes and no doctor to unbuck teeth.	Western	Winner
2022	As the hot air balloon ascended into the calm morning air over his native Bavaria, Stefan's nerves were on edge as he reached into his jacket pocket and fumbled for the little velvet box containing his grandmother's wedding ring, cleared his throat, and dropped to one knee in front of his beloved Gwendolyn; meanwhile, our story begins on a cold, rainy day at a pig farm near Belgrade, Nebraska.	Purple Prose	Dishonorable Mentions
2022	Pfandrilys was a classic beauty of her star-faring race, and Brian's love was immediate, their kisses were magical, if scaly, and the alien sex was mind-blowing, and if only Brian had read more exobiology, perhaps he wouldn't have been surprised that, when all was done, and they lay spent in each other's arms, she bit his head off.	Science Fiction	Winner
2022	When Sandy left him, Buck tried as he might to carry on, but he couldn't help feeling thrown away like last night's pork chops, except instead of pork chops, he had had deep dish pizza the night before which was even better warmed up and he was looking forward to having it for lunch so the analogy totally didn't work.	Purple Prose	Dishonorable Mentions
2022	The pallid North Dakota winter coughed its phlegmy wind in my face, spattering my face with its icy spittle.	Purple Prose	Dishonorable Mentions
2022	I knew she was trouble the second she walked into my 24-hour deli, laundromat, and detective agency, and after dropping a load of unmentionables in one of the heavy-duty machines (a mistake that would soon turn deadly) she turned to me, asking for two things: find her missing husband and make her a salami on rye with spicy mustard, breaking into tears when I told her I couldn't help—I was fresh out of salami.	Grand Prize	
2022	And so the two pachyderms with the same first name met, and they formed the jazz duo legend known as the Elephants Gerald.	Grand Panjandrum's Special Award	
2022	"Hoist the mainsail ye accursed swine" shouted the Captain over the roar of the waves as the ship was tossed like a cork dropped from a wine bottle into a jacuzzi when the faucet is wide open and the jets are running full blast and one has just settled into the water with a glass of red wine to ease the aches and pains after a day of hard labor raking leaves from the front yard.	Adventure	Winner
2022	It was only when the booming voice of the Sergeant-at-Arms rang out declaiming the surprising order for each and every member of the firing squad to shoot the Sergeant-at-Arms himself and then turn their rifles on each other, an order assiduously followed by the well-trained soldiers, that the cigarette-smoking, blindfolded Gerry Corker truly appreciated the seemingly endless hours his mother had denied him on the baseball field during his lonely childhood, instead sending him every afternoon to Crazy Barney's School of Mimicry and Ventriloquism.	Adventure	Dishonorable Mentions
2022	As he hacked through the dense undergrowth and tangled bushes in search of the marauding big cat, Desmond heard something rustling in the vegetation behind him, so he turned around, brandishing his machete, only to find Susan with a mug of tea telling him dinner would be in half an hour.	Adventure	Dishonorable Mentions
2022	Three bears arrived at their den to discover a yellow haired girl sleeping, and as she was neither too hot nor too cold, neither too soft nor too hard, but just right, they ate her.	Children's & Young Adult Literature	Winner
2022	Amanda is brown-haired and small for her age, but soon she will learn that she is actually the reincarnation of a powerful witch burned at the stake several centuries ago; also two boys will fall in love with her and she will have to choose between them, which is mostly what this book is about.	Children's & Young Adult Literature	Dishonorable Mentions
2022	As the fearsome jabberwock bore down on Baldor the Unlikely, he suddenly regretted having passed on the vorpal sword in favor of the "verpul" sword that was half the price and "practically the exact same thing, I swear you won't even notice the difference."	Children's & Young Adult Literature	Dishonorable Mentions
2022	These stories, my children, are about Prince Charming and his three girlfriends: Snow White, Sleeping Beauty, and Cinderella.	Children's & Young Adult Literature	Dishonorable Mentions
2022	The Director of Child Protective Services was aghast, and needed clarification, "Let me get this straight—You were rocking your baby on the tree top, and when the wind blew, the cradle rocked and the bough broke, the cradle fell, and down came baby, cradle and all?"	Children's & Young Adult Literature	Dishonorable Mentions
2022	The detectives wore booties, body suits, hair nets, masks and gloves and longed for the good old days when they could poke a corpse with the toes of their wingtips if they damn well felt like it.	Crime & Detective	Winner
2022	They called Rock Mahon the original hard-boiled detective, and it wasn't because of his gravelly voice, or his crusty manner, or his chiseled jaw, or his cement-like abs, or his feldspar fists, or his iron incorruptibility, or his calcite cynicism, or his uzonite unsentimentality, but because of his goddamned, geezly, infuriating habit of polluting every crime scene with shells dropped from the hard-boiled eggs he munched without surcease.	Crime & Detective	Dishonorable Mentions
2022	As detective Harry Bolton knelt down looking at the fifth murdered prostitute in as many weeks, he thought his was a cold cruel city and that maybe he should have taken that job in rural North Carolina but he didn't think he could be like sheriff Andy Taylor all in black and white, plus he couldn't  stand Aunt Bea's falsetto voice, and who names their kid Opie anyway, he had to know it rhymed with dopey, you might as well just call him dipstick, that doesn't rhyme with much.	Crime & Detective	Dishonorable Mentions
2022	The raiding party of seven Viking longships approached New Amsterdam quietly, captained by brave Sven, Ragnar, Erik, Jann, Erik, Thor, and Erik, seeking fulfilment of the ancient legends of untold riches to come: IKEA, ABBA, Bjork, smoked salmon, the Minnesota NFL franchise, Greta Garbo, and crunchy delicious fiber-rich rye crispbreads.	Adventure	Dishonorable Mentions
2022	It was a Dark 'n Stormy night: Dark n' Stormy cocktails were half-off at Tata's, the breast-themed barbeque chicken restaurant.	Dark & Stormy	Winner
2022	The heat blanketed the small village in much the same way a body bag blankets a murder victim, except that a body bag is usually black, which the heat wasn't, as heat is colorless, and the village wasn't dead, which a murder victim usually is.	Crime & Detective	Dishonorable Mentions
2022	The trees sighed with pleasure as the wind caressed their limbs, the lake lapped contentedly at the shore, the grass waved cheerily to all and sundry, and the moon smiled benignly between the playful clouds while George buried his latest victim.	Purple Prose	Dishonorable Mentions
2022	"The clouds resembled an endless roll of runaway toilet paper that unspooled itself into a massive fluffy pile, the sound of the lightning banged like hundreds of inadvertently dropped toilet seats, and the rain quickly flooded the street and spilled over the curb like a toilet clogged with who-knows-what," reported eyewitness to the sudden storm and flash flood, Steve Talbot of Steve's Plumbing.	Purple Prose	Dishonorable Mentions
2022	As Jack Walker led his four CIA wet-ops colleagues along the misty Mekong and into Cambodia under cover of night, he heard the ghostly voice of his three earlier tours in the 'Nam whispering to him that they were about to learn the hard way that Pol Pot wasn't just an exotic strain of powerhouse Southeast Asian weed the Beltway suits toked on while they cooked up still more futile ways to make Mao keep his chopsticks in his own rice bowl.	Historical Fiction	Dishonorable Mentions
2022	Even though the heavy snow forecast threatened transportation problems at the mountain pass leading to the social engagement of the season, every invited member of the party had RSVPed in the affirmative, for the single reason that the Donner family chef was nationally recognized for his all-vegan menu.	Historical Fiction	Winner
2022	I stood transfixed at the eerie sight before me, so strange, so odd, so peculiar, so weird, so bizarre, so eldritch—Gods, mine ocular ducts weren't meant to witness such blasphemous heresy—so indescribable, beyond all possible descriptions, at least in any kind of adjectival way!	Fantasy & Horror	Dishonorable Mentions
2022	Clear, plump jellyfish lay scattered across the beach, like so many discarded breast implants.	Purple Prose	Winner
2022	In dreamlike Wyhotth, where musesang the vibrant lyssle-wing, the Brether-Clave of Amathoro had gathered at last for Sothenfeast; knurl and truthseller alike parleyed anxiously of the sure bequeathment of Voro-Denang, legendary Kalx of Vestramne, but none more querulously than Jeff, who had just come in from Buffalo and didn't know what the hell anything was supposed to be.	Fantasy & Horror	Dishonorable Mentions
2022	Sir Reginald Brimwater, Guardian of the Tome of Remembrance, Herald of the Immortal Word, Voice of the Histories Both Recent and Ancient, Archivist of the Eternal Ledger, and Memory of the Empire had forgotten his quill, but he was pretty sure he got the gist of what what's-his-face was saying.	Fantasy & Horror	Winner
2022	It was a dark and stormy night, made darker still by the melancholy that gripped the drainpipes of my soul in a plumber's wrench of despair that opened the u-trap of my consciousness to remove the last, great greaseball of hope.	Dark & Stormy	Dishonorable Mentions
2022	It was a Dark 'n Stormy night; the rum fell in torrents—except when it was checked by an equal, if not more substantial, measure of ginger beer (for it is in a highball glass that our drink lies), accented with a hit of lime juice from a well-placed wedge, and perhaps a dash of Angostura bitters, though that is at the bartender's discretion and certainly not required.	Dark & Stormy	Dishonorable Mentions
2022	It was a dark and stormy night; the rain fell mainly in the plain —except for occasional intervals when it was checked by Andalusian fields full of grain (for it is in Spain that our story takes place)—and the heroine of our story, Pam Plona, was in the middle of giving birth to a minotaur after running with the bulls.	Dark & Stormy	Dishonorable Mentions
2023	Noah had given up his career as a zoo architect in order to pursue his lifelong dream of making wine and during his first delivery to a campground's 1970s-themed nightclub, was introduced with "Noah's the vintner of our disco tent."	Vile Puns	Dishonorable Mentions
2023	Half of Rome was ablaze, but the emperor Nero reclined in his palace, plinking out a disconsolate tune on his lyre, when the door flew open, and in charged his favorite mistress (barking mad but delightfully zaftig) with a knife in each hand, and evidently set on regime change, forcing Nero to leap to his feet and snarl "Come on, baby, fight my lyre!"	Vile Puns	Dishonorable Mentions
2023	The day I lost my tractor was the same day I found out my wife was moonlighting as a hooker when she gave me a wad of cash and told me, "It's from a John, dear."	Vile Puns	Dishonorable Mentions
2023	The reach of the Romanov Emperors was long and deadly, especially in the last hundred years of the dynasty, and every rumor or whisper of anti-monarchists, Marxian communists, meetings of Bessarabian malcontents or anarchist "intellectuals" coming out of North America was dealt with swiftly and ruthlessly, the mutilated bodies shipped to remote Los Angeles and dumped in what would become known as the La Brea Tsar Pits.	Vile Puns	Dishonorable Mentions
2023	Having honed his athletic leaps and twists in the ocean, Hugo, an 18-year-old whale, received a football scholarship to a prestigious Catholic university, where his diving catch won the championship and, as the crowd shouted hosannas, Gatorade was poured on his forehead by the team priest to anoint the victor, Hugo, as The Humpback of Notre Dame.	Odious Outliers	Dishonorable Mentions
2023	Mike Nash was no quitter, so when the cease-and-desist letter from a certain aging parrot-headed pop star cost him the lease to "Jimmy's Buffet" on the sand in Coronado, he dusted himself off, raised another stake from his long-suffering but still loving friends and relatives, and headed for Kona, which is how we come to find him sitting, tanned and contented, at the bustling bar of his next sure-fire franchise concept, Mahalo Leg.	Vile Puns	Dishonorable Mentions
2023	While she had no regrets about throwing the lever to douse her husband's mistress in molten gold, Blanche did feel a pang of conscience for the innocent bystanders whose proximity had caused them to suffer gilt by association.	Vile Puns	Winner
2023	Margaret Anne cautiously approached the fearsome looking aliens emerging from their spaceship that had just crash landed in the small yet trim backyard of her tidy Las Vegas home, and heard them intone in slightly accented English, "Take us to the Bellagio."	Science Fiction	Dishonorable Mentions
2023	"Brawl, grapple, battle, spar, roughhouse, clash, combat, altercation, dust up", the drunken cowpoke grunted at the lawman, a wobbly hand dangling above his pistol like a spider waiting to descend upon on a helpless fly but Sheriff Thesaurus only stared him down coldly and responded through gritted teeth: "Mister, them's fightin' words."	Western	Winner
2023	Yes, the Enterprise crew had taken the Non-Interference in Primitive Cultures Oath, but as the ship moved out of its undetected orbit around "Thumb-Shaped Planet" of the Galaxy Phalanges, Bones smiled to himself over beaming down a twentieth-century earth football helmet made into a lamp, because he knew they'd wonder WTF it was for eons.	Science Fiction	Dishonorable Mentions
2023	Hyacinth was a light and airy girl—like a soufflé which had been made with eggs cracked on a flat surface, not on the edge of a bowl, and separated with no egg yolk in the egg white, whipped into stiff peaks and baked to perfection without falling flat, as so many of her blind dates inevitably did.	Romance	Dishonorable Mentions
2023	As soon as the scent of roasted meat—tender enough to fall right off the bone, with skin seared to a perfect crisp—hit my nose, I started to regret picking a fight with that guy holding the laser pistol and hoped my insurance would cover a new arm.	Science Fiction	Dishonorable Mentions
2023	The signal was stronger than ever, and realizing they finally found the thing, a bunch of Mars vagabonds exited their rover and headed toward the crashed spaceship, a metal coffin, hacking into the door terminal and opening it to find this half man, half robot, the legend, the infamous first colonizer himself, Elun Musci, his paralyzed body lying still, dust of hundreds of years covering his armor, red eyes still glowing and blinking.	Science Fiction	Dishonorable Mentions
2023	Her mind racing through the hasty protocol briefing she'd received shortly before launch fourteen months ago, Commander Winona Bengston, the first Earther to lead a delegation to the Nardoz system, regarded the alien commander who was now undressing her with his eyes, which wouldn't have been that big a deal except that, his being Nardozian, the officer's four eyes were ten feet long, and prehensile.	Science Fiction	Winner
2023	She was the caviar on his blintz, the cream in his coffee, the hole in his donut, and the cherry on his chocolate sundae, thought Doug Penrose as he looked at Katie through the haze of the Labor Day barbecue smoke, if only she'd stop nagging him about his weight.	Romance	Dishonorable Mentions
2023	She languidly stretched her swan like neck looking up from her venti 10-shot, 2-pump mocha, nonfat, extra whip, with 5 shakes of cinnamon stirred in, at the long legged, lithe, and burly cowboy leaning in the doorway smoothing his flowing hair back and returning her gaze with a passion that ionized the air between them, and thought, "I should have gotten 3 pumps."	Romance	Dishonorable Mentions
2023	It wasn't the way that she moved that first caught Edward's attention but rather that she didn't move at all, and her cold porcelain-like skin set his heart aflame because after all, she was the most beautiful corpse he had ever laid eyes on.	Romance	Dishonorable Mentions
2023	They had gone through fire and ice to be together, but the general mood of the wedding would have been improved if he wasn't suffering from second-degree burns and she hadn't lost several toes to frostbite.	Romance	Dishonorable Mentions
2023	Linda belonged to an unserved, disgruntled demographic—boot-wearing, wine-sipping women who loved watching cowboy nudies, but Linda wanted to become a director, so was forced to apply for loans from credit unions to finance her vision, and for the premiere her buzzed besties brainstormed the title, "Buck, Naked," hoping to fill a gaping niche in Hollywood's neglect of the genre.	Western	Dishonorable Mentions
2023	It was love at first sight—he was tall and broad-shouldered, with a dimpled smile, twinkling green eyes, and in keeping with his combination of statistically unlikely but deeply alluring features, type AB blood, and that condition where cilantro tastes like soap.	Romance	Winner
2023	The only possible way to describe the Fradosian spaceport was as a piece of partially burnt toast, with the service droids as dull knives, scraping crumbs of hyperrust into the void while applying the drab, gray butter of radioactive Meitnerium-282 sludge in cold, uneven chunks until the station itself buckled, cracked, and fell to the planet, Meitnerium-282 side down.	Science Fiction	Dishonorable Mentions
2023	The cowpoke's lot —lonely nights on the prairie, strange saloons with stranger trade, weeks on end away from the home where the heart is—had its undeniable drawbacks, but there was a romantic simplicity to driving fifty head of Angus to market across the Great Plains that paid it all back, mused Pete McLaughlin as he notched his cabover Peterbilt into tenth gear, cranked up the Bob Seger, and settled in for nine hours on the I-70 to St Louis.	Western	Dishonorable Mentions
2023	The aged doctor, having spent over sixty years practicing in the combined fields of optometry and proctology, was widely considered the world's first and only proctometrist, a title he had relinquished begrudgingly, for although his jealous peers derided his accomplishments, only the physician's failing vision had forced him into an early retirement though his hindsight would remain 20/20.	Odious Outliers	Dishonorable Mentions
2023	Somewhere in North Dakota, shortly before dawn and before sunset, when the wind stops whistling down the plains, if you listen carefully, off in the distance you can hear the typing of the High Plains Drifter Writer Boy and the steady clip-clop of his faithful horse, Text, carrying saddlebags of spare batteries for his owner's laptop.	Western	Dishonorable Mentions
2023	That night she looked a million dollars, which, when considering the sum of her lifetime outlay on her cosmetic surgery ($456,783), her wardrobe ($893,324), her hair and make-up ($379,330) and her jewelry ($432,339), was a poor return, indeed a hefty deficit.	Purple Prose	Dishonorable Mentions
2023	The queen pretended the corgis could understand her when she spoke in code about the politicians in her day-to-day, as though they knew exactly to whom she referred when she spoke of the Fluffy One, the Rabbity One or the Stout-Angry-Moustached One, when in fact the corgis were hairy, drooly footstools who barely cared to hear her voice.	Odious Outliers	Dishonorable Mentions
2023	"Admitting the need for change is the first step toward recovery—I'm really proud of you," said the first-year psych student, moonlighting as a supercilious clerk at the mini-mart, and Jane responded, "I'm really just trying to break a twenty and get some ones."	Odious Outliers	Dishonorable Mentions
2023	The lazy summer afternoon slowly turned to evening, and no one at the Stillforest Town Potluck took note when he picked up the first one, nor the next one or the one after that, but for weeks folks in the sleepy community would excitedly talk about nothing else but the time they saw Hank McGillie carry seven folding chairs at once.	Odious Outliers	Dishonorable Mentions
2023	Marcus sat on his porch watching the sun set, the light retracting slowly from where it pooled across the yard, and once the sun finally dipped fully below the horizon, he yelled into the sky the same thing he did every night, "And STAY off my lawn!"	Odious Outliers	Dishonorable Mentions
2023	The oyster slid down his throat, leaving it raw and scratchy, and for my sake, thought Pete, why people considered them delicious was mysterious, though as a case in point he noticed his companions had pried theirs open and were eating only what was inside.	Odious Outliers	Dishonorable Mentions
2023	As the old chamberlain, oblivious to the goings on within, delicately slammed the immense yet crude, indigenously carved sanctuary doors, Sir Reggie caused, forthwith, a rapture, here-to-fore unbeknownst to her lovely, albeit sedentary, loins, a quaking and upwelling of carnal release a hundred times more powerful than her usual proximal occasion of mortal sin, since taking the veil.	Odious Outliers	Dishonorable Mentions
2023	Whether I shall turn out to be the hero of my own life, or whether that station will be held by my blasted twin brother, who used to steal my sweets as a child, copied my Mathematics homework all through secondary school, got the promotion for which I'd labored so long, and eloped with my fiancée, these pages must show.	Odious Outliers	Dishonorable Mentions
2023	The clouds drifted lazily through the crystal blue sky like cotton candy from last summer's county fair except that if a plane flew into cotton candy the engine would ingest so much sugar that it would lock up the engine and force the pilot to make an emergency landing, perhaps in the river below where the body of a white male in his mid 50's with no identification floated face down, which is where our story begins.	Odious Outliers	Dishonorable Mentions
2023	They called him "The Roman," one of the greatest gunslingers the West has ever seen, occasionally outdrawing his opponents, but mostly just baffling them into never showing up with his handwritten dueling invitations telling them to meet him in the center of town at High XII.	Western	Dishonorable Mentions
2023	"Wherefore art thou?" she whines, like she don't know wherefore I art, when I damned sure told her like 50 times the old man makes me work the bar every Saturday night, like the Montague Lounge can't survive without me!	Odious Outliers	Dishonorable Mentions
2023	I stared out at the crepuscular finish to the day, considering all of the factors, all of the options, all of the consequences, my brain twitching in much the same manner as my colon had following my last feast of convenience store sushi.	Odious Outliers	Dishonorable Mentions
2023	She reached a trembling hand toward the huge wrought iron door knocker, her heart pounding in her ample, pink cashmere-covered bosom, like the big bass tom played by that hot drummer down at the new dance club over on 3rd St, a place where, now that she thinks about it, she might just go to instead of knocking on the door of this creepy old house, in the rain, in the dark.	Odious Outliers	Dishonorable Mentions
2023	There's not much demand for ventriloquism these days, but to visit the zoo and watch the reaction when some hayseed calls out "See you later, alligator" and hears the response "I'll eat you at noon, you hairless baboon" makes all those hours of practice worth it.	Odious Outliers	Dishonorable Mentions
2023	Seemingly out of options, Thomas called the suicide hotline for help, but when the operator tried to persuade him not to go through with it, he realized there might have been some misunderstanding on his part about the exact nature of the "help" those people were providing.	Odious Outliers	Dishonorable Mentions
2023	He wasn't superficial; in fact, he couldn't even swim.	Odious Outliers	Dishonorable Mentions
2023	Merlin was weary of spell-checkers after having to come up quickly with a plausible explanation for why the royal baby arrived on a large white spork.	Odious Outliers	Dishonorable Mentions
2023	She sighed as she once again entered her office on the tenth floor, panting as she had just climbed nine flights of stairs, knowing that she really couldn't complain because at least she didn't live through the triangle shirtwaist factory fire of 1911, which wouldn't make sense anyways because she didn't make shirts that looked like triangles.	Odious Outliers	Dishonorable Mentions
2023	Jonathon Emerick's obsession with cinema meant he constantly lived his life mimicking the movies he studied, so on this Sunday he dramatically prepared a rich elaborate foodie meal like Jon Favreau in Chef, invited his friends to dine with abandon like Babette's Feast, and of course after dinner, fed the leftovers purposefully and firmly into the disposal as if he was Peter Stormare feeding Steve Buscemi into a Fargo woodchipper.	Odious Outliers	Winner
2023	"Wagon's Ho!", shouted Sweaty Mike the trail boss, waving his hat dramatically over his head, and though his grammatical error remained effective at directing the wagon train to begin the day's travel, he failed to recognize that he had just given Lumpy Maude, the caravan's only "working girl," a new nickname in the process.	Western	Dishonorable Mentions
2023	"If I've told you once, I've told you a single time," Garrick the Literal instructed his pupil, "sticks and stones, may break your bones, but words will never hurt you unless they are written on the sticks and stones."	Odious Outliers	Dishonorable Mentions
